generation,individual_index,fitness,tau,lr,layers,activations
82,8,2.9796665,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
82,9,3.0318332,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
82,10,3.0328336,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
82,11,3.2091665,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
83,0,3.064,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
83,1,3.103333,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
83,2,3.1205,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
83,3,2.8771665,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
83,4,2.9366665,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
83,5,3.033,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
83,6,2.985,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
83,7,3.077,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
83,8,3.242,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
83,9,2.9755,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
83,10,3.1421666,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
83,11,3.0361664,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
84,0,3.1423335,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
84,1,3.14,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
84,2,2.9724998,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
84,3,3.1245,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
84,4,3.106333,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
84,5,3.0431664,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
84,6,3.0323331,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
84,7,2.9161665,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
84,8,3.158,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
84,9,2.8385,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
84,10,3.0848331,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
84,11,3.039,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
85,0,2.9536667,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
85,1,3.0135,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
85,2,3.0405,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
85,3,3.2258334,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
85,4,3.068,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
85,5,3.1256666,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
85,6,3.0083332,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
85,7,2.9895,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
85,8,3.1051664,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
85,9,2.9445,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
85,10,3.0361664,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
85,11,3.0056665,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
86,0,3.1628332,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
86,1,3.1074998,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
86,2,3.0943332,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
86,3,3.0011666,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
86,4,2.9578333,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
86,5,2.9595,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
86,6,3.0781667,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
86,7,3.0196667,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
86,8,3.0976665,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
86,9,3.0205,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
86,10,2.981,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
86,11,3.0336666,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
87,0,3.1166666,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
87,1,3.0113335,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
87,2,2.828,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
87,3,2.9393332,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
87,4,3.0528336,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
87,5,3.114833,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
87,6,3.0288332,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
87,7,3.0488336,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
87,8,3.0173333,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
87,9,2.994,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
87,10,3.0756664,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
87,11,3.03,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
88,0,3.0726664,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
88,1,3.09,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
88,2,3.1183333,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
88,3,3.0471666,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
88,4,2.9898334,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
88,5,3.102,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
88,6,2.9846666,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
88,7,3.092,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
88,8,3.0335,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
88,9,3.0893335,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
88,10,3.0398333,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
88,11,3.1385,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
89,0,3.0615,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
89,1,3.0373333,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
89,2,2.9893334,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
89,3,2.9899998,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
89,4,3.0891664,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
89,5,3.1546664,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
89,6,3.0893333,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
89,7,3.137,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
89,8,3.0015,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
89,9,3.0615,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
89,10,3.12,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
89,11,3.2035,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
90,0,3.0856664,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
90,1,3.164,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
90,2,3.076,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
90,3,3.1685,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
90,4,3.0768335,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
90,5,3.0358334,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
90,6,3.019,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
90,7,3.0711665,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
90,8,3.0318332,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
90,9,3.0046666,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
90,10,3.0665,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
90,11,2.9661665,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
91,0,3.191333,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
91,1,2.9835,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
91,2,2.9871664,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
91,3,2.9791665,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
91,4,3.0363333,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
91,5,3.1541665,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
91,6,3.1494997,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
91,7,2.9085,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
91,8,3.1118333,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
91,9,2.9836664,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
91,10,3.1281667,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
91,11,3.129,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
92,0,3.1028335,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
92,1,3.1006665,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
92,2,3.0765,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
92,3,2.918,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
92,4,3.0255,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
92,5,3.0645,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
