generation,individual_index,fitness,tau,lr,layers,activations
0,0,2.8271666,0.02,0.01,"[2, 64, 32]","[<function leaky_relu at 0x108d684a0>, <function softmax at 0x108d68860>, <function relu at 0x108d68040>, <function softmax at 0x108d68860>]"
0,1,2.9715,0.001,0.01,"[32, 32, 32, 2]","[<built-in method tanh of type object at 0x1079969d0>, <built-in method sigmoid of type object at 0x1079969d0>, <built-in method sigmoid of type object at 0x1079969d0>, <function leaky_relu at 0x108d684a0>, <built-in method tanh of type object at 0x1079969d0>]"
0,2,2.8595,0.05,0.005,"[32, 32, 4, 8]","[<function leaky_relu at 0x108d684a0>, <built-in method tanh of type object at 0x1079969d0>, <function relu at 0x108d68040>, <function leaky_relu at 0x108d684a0>, <built-in method sigmoid of type object at 0x1079969d0>]"
0,3,3.057,0.01,0.001,[8],"[<built-in method tanh of type object at 0x1079969d0>, <built-in method sigmoid of type object at 0x1079969d0>]"
0,4,2.7663333,0.005,0.002,"[4, 16, 64]","[<function leaky_relu at 0x108d684a0>, <function relu at 0x108d68040>, <function leaky_relu at 0x108d684a0>, <function relu at 0x108d68040>]"
0,5,2.8156667,0.02,0.01,[4],"[<built-in method sigmoid of type object at 0x1079969d0>, <built-in method sigmoid of type object at 0x1079969d0>]"
0,6,2.7716665,0.05,0.002,"[64, 4, 32, 32]","[<built-in method sigmoid of type object at 0x1079969d0>, <built-in method tanh of type object at 0x1079969d0>, <function leaky_relu at 0x108d684a0>, <built-in method sigmoid of type object at 0x1079969d0>, <built-in method sigmoid of type object at 0x1079969d0>]"
0,7,3.0901666,0.01,0.001,"[16, 32, 32, 4]","[<function softmax at 0x108d68860>, <built-in method tanh of type object at 0x1079969d0>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
0,8,2.810833,0.001,0.001,"[2, 32]","[<function relu at 0x108d68040>, <function leaky_relu at 0x108d684a0>, <built-in method sigmoid of type object at 0x1079969d0>]"
0,9,2.8225,0.05,0.002,[8],"[<built-in method sigmoid of type object at 0x1079969d0>, <built-in method tanh of type object at 0x1079969d0>]"
0,10,2.9188333,0.001,0.008,"[64, 2, 8]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function relu at 0x108d68040>]"
0,11,2.7948332,0.01,0.001,[16],"[<built-in method tanh of type object at 0x1079969d0>, <built-in method tanh of type object at 0x1079969d0>]"
1,0,3.0683331,0.01,0.001,"[16, 32, 32, 4]","[<function softmax at 0x108d68860>, <built-in method tanh of type object at 0x1079969d0>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
1,1,2.874,0.05,0.005,"[32, 32, 4, 8]","[<function leaky_relu at 0x108d684a0>, <built-in method tanh of type object at 0x1079969d0>, <function relu at 0x108d68040>, <function leaky_relu at 0x108d684a0>, <built-in method sigmoid of type object at 0x1079969d0>]"
1,2,2.859,0.001,0.01,"[32, 32, 32, 2]","[<built-in method tanh of type object at 0x1079969d0>, <built-in method sigmoid of type object at 0x1079969d0>, <built-in method sigmoid of type object at 0x1079969d0>, <function leaky_relu at 0x108d684a0>, <built-in method tanh of type object at 0x1079969d0>]"
1,3,2.8795,0.02,0.01,"[2, 64, 32]","[<function leaky_relu at 0x108d684a0>, <function softmax at 0x108d68860>, <function relu at 0x108d68040>, <function softmax at 0x108d68860>]"
1,4,2.9681668,0.001,0.008,"[64, 2, 8]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function relu at 0x108d68040>]"
1,5,2.8541665,0.01,0.001,[8],"[<built-in method tanh of type object at 0x1079969d0>, <built-in method sigmoid of type object at 0x1079969d0>]"
1,6,2.8953335,0.01,0.005,"[16, 32, 32, 8]","[<function softmax at 0x108d68860>, <built-in method tanh of type object at 0x1079969d0>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>]"
1,7,2.8093333,0.01,0.001,"[32, 32, 4, 4]","[<function leaky_relu at 0x108d684a0>, <built-in method tanh of type object at 0x1079969d0>, <function relu at 0x108d68040>, <function leaky_relu at 0x108d684a0>, <function softmax at 0x108d68860>]"
1,8,2.828,0.001,0.01,"[32, 32, 32]","[<built-in method tanh of type object at 0x1079969d0>, <built-in method sigmoid of type object at 0x1079969d0>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>]"
1,9,2.8156664,0.001,0.01,"[2, 64, 32, 2]","[<function leaky_relu at 0x108d684a0>, <function softmax at 0x108d68860>, <function relu at 0x108d68040>, <function leaky_relu at 0x108d684a0>, <built-in method tanh of type object at 0x1079969d0>]"
1,10,3.0115,0.001,0.001,[64],"[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
1,11,2.9271665,0.001,0.008,"[8, 2, 8]","[<built-in method tanh of type object at 0x1079969d0>, <built-in method sigmoid of type object at 0x1079969d0>, <built-in method sigmoid of type object at 0x1079969d0>, <function relu at 0x108d68040>]"
2,0,2.912,0.001,0.001,[64],"[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
2,1,2.9071665,0.01,0.005,"[16, 32, 32, 8]","[<function softmax at 0x108d68860>, <built-in method tanh of type object at 0x1079969d0>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>]"
2,2,2.8125,0.001,0.008,"[64, 2, 8]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function relu at 0x108d68040>]"
2,3,2.9053335,0.001,0.008,"[8, 2, 8]","[<built-in method tanh of type object at 0x1079969d0>, <built-in method sigmoid of type object at 0x1079969d0>, <built-in method sigmoid of type object at 0x1079969d0>, <function relu at 0x108d68040>]"
2,4,2.8975,0.02,0.01,"[2, 64, 32]","[<function leaky_relu at 0x108d684a0>, <function softmax at 0x108d68860>, <function relu at 0x108d68040>, <function softmax at 0x108d68860>]"
2,5,3.0348332,0.01,0.001,"[16, 32, 32, 4]","[<function softmax at 0x108d68860>, <built-in method tanh of type object at 0x1079969d0>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
2,6,2.8506668,0.001,0.005,"[64, 32, 32, 8]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>]"
2,7,2.8683333,0.001,0.001,[16],"[<function softmax at 0x108d68860>, <built-in method tanh of type object at 0x1079969d0>]"
2,8,2.9063332,0.001,0.008,"[64, 2, 8]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function relu at 0x108d68040>]"
2,9,3.064,0.001,0.008,"[8, 2, 8]","[<built-in method tanh of type object at 0x1079969d0>, <built-in method sigmoid of type object at 0x1079969d0>, <built-in method sigmoid of type object at 0x1079969d0>, <function relu at 0x108d68040>]"
2,10,3.011,0.01,0.01,"[2, 64, 32, 4]","[<function leaky_relu at 0x108d684a0>, <function softmax at 0x108d68860>, <function relu at 0x108d68040>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
2,11,3.159,0.02,0.001,"[16, 32, 32]","[<function softmax at 0x108d68860>, <built-in method tanh of type object at 0x1079969d0>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>]"
3,0,3.2005,0.001,0.008,"[8, 2, 8]","[<built-in method tanh of type object at 0x1079969d0>, <built-in method sigmoid of type object at 0x1079969d0>, <built-in method sigmoid of type object at 0x1079969d0>, <function relu at 0x108d68040>]"
3,1,2.786,0.01,0.005,"[16, 32, 32, 8]","[<function softmax at 0x108d68860>, <built-in method tanh of type object at 0x1079969d0>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>]"
3,2,2.905,0.01,0.01,"[2, 64, 32, 4]","[<function leaky_relu at 0x108d684a0>, <function softmax at 0x108d68860>, <function relu at 0x108d68040>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
3,3,2.8173335,0.02,0.001,"[16, 32, 32]","[<function softmax at 0x108d68860>, <built-in method tanh of type object at 0x1079969d0>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>]"
3,4,2.997,0.001,0.001,[64],"[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
3,5,2.982,0.01,0.001,"[16, 32, 32, 4]","[<function softmax at 0x108d68860>, <built-in method tanh of type object at 0x1079969d0>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
3,6,2.7685,0.01,0.008,"[8, 2, 8, 8]","[<built-in method tanh of type object at 0x1079969d0>, <built-in method sigmoid of type object at 0x1079969d0>, <built-in method sigmoid of type object at 0x1079969d0>, <function relu at 0x108d68040>, <built-in method sigmoid of type object at 0x1079969d0>]"
3,7,2.8831666,0.01,0.005,"[16, 32, 32]","[<function softmax at 0x108d68860>, <built-in method tanh of type object at 0x1079969d0>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>]"
3,8,2.9056666,0.02,0.01,"[2, 64, 32]","[<function leaky_relu at 0x108d684a0>, <function softmax at 0x108d68860>, <function relu at 0x108d68040>, <function softmax at 0x108d68860>]"
3,9,2.926333,0.01,0.01,"[16, 32, 32, 4]","[<function softmax at 0x108d68860>, <built-in method tanh of type object at 0x1079969d0>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
3,10,2.9626667,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
3,11,2.8576665,0.01,0.001,[16],"[<function softmax at 0x108d68860>, <built-in method tanh of type object at 0x1079969d0>]"
4,0,2.9251666,0.01,0.01,"[16, 32, 32, 4]","[<function softmax at 0x108d68860>, <built-in method tanh of type object at 0x1079969d0>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
4,1,2.871,0.02,0.01,"[2, 64, 32]","[<function leaky_relu at 0x108d684a0>, <function softmax at 0x108d68860>, <function relu at 0x108d68040>, <function softmax at 0x108d68860>]"
4,2,2.9749997,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
4,3,3.1116664,0.01,0.001,"[16, 32, 32, 4]","[<function softmax at 0x108d68860>, <built-in method tanh of type object at 0x1079969d0>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
4,4,3.0265,0.001,0.008,"[8, 2, 8]","[<built-in method tanh of type object at 0x1079969d0>, <built-in method sigmoid of type object at 0x1079969d0>, <built-in method sigmoid of type object at 0x1079969d0>, <function relu at 0x108d68040>]"
4,5,2.9645,0.001,0.001,[64],"[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
4,6,2.9026666,0.01,0.01,"[16, 64, 32]","[<function softmax at 0x108d68860>, <built-in method tanh of type object at 0x1079969d0>, <function relu at 0x108d68040>, <function softmax at 0x108d68860>]"
4,7,2.8371665,0.01,0.01,"[2, 32, 32, 4]","[<function leaky_relu at 0x108d684a0>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
4,8,2.990833,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
4,9,2.9421666,0.01,0.001,"[16, 32, 32, 4]","[<function softmax at 0x108d68860>, <built-in method tanh of type object at 0x1079969d0>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
4,10,2.9388332,0.001,0.008,[8],"[<built-in method tanh of type object at 0x1079969d0>, <built-in method sigmoid of type object at 0x1079969d0>]"
4,11,2.9415,0.001,0.001,"[64, 2, 8]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function relu at 0x108d68040>]"
5,0,3.1511664,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
5,1,3.0225,0.01,0.001,"[16, 32, 32, 4]","[<function softmax at 0x108d68860>, <built-in method tanh of type object at 0x1079969d0>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
5,2,3.135,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
5,3,3.0415,0.01,0.001,"[16, 32, 32, 4]","[<function softmax at 0x108d68860>, <built-in method tanh of type object at 0x1079969d0>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
5,4,2.9941666,0.001,0.001,[64],"[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
5,5,2.923,0.001,0.008,"[8, 2, 8]","[<built-in method tanh of type object at 0x1079969d0>, <built-in method sigmoid of type object at 0x1079969d0>, <built-in method sigmoid of type object at 0x1079969d0>, <function relu at 0x108d68040>]"
5,6,3.124,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
5,7,2.9195,0.01,0.001,"[16, 32, 32, 4]","[<function softmax at 0x108d68860>, <built-in method tanh of type object at 0x1079969d0>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
5,8,3.1296668,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
5,9,3.0326664,0.01,0.001,"[16, 32, 32, 4]","[<function softmax at 0x108d68860>, <built-in method tanh of type object at 0x1079969d0>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
5,10,2.9178333,0.001,0.001,"[64, 2, 8]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function relu at 0x108d68040>]"
5,11,2.8411665,0.001,0.008,[8],"[<built-in method tanh of type object at 0x1079969d0>, <built-in method sigmoid of type object at 0x1079969d0>]"
6,0,3.1879997,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
6,1,3.0438333,0.01,0.001,"[16, 32, 32, 4]","[<function softmax at 0x108d68860>, <built-in method tanh of type object at 0x1079969d0>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
6,2,3.1048334,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
6,3,3.0041666,0.01,0.001,"[16, 32, 32, 4]","[<function softmax at 0x108d68860>, <built-in method tanh of type object at 0x1079969d0>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
6,4,3.1076667,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
6,5,3.0591664,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
6,6,3.1126666,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
6,7,3.0816665,0.01,0.001,"[16, 32, 32, 4]","[<function softmax at 0x108d68860>, <built-in method tanh of type object at 0x1079969d0>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
6,8,2.98,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
6,9,3.127,0.01,0.001,"[16, 32, 32, 4]","[<function softmax at 0x108d68860>, <built-in method tanh of type object at 0x1079969d0>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
6,10,3.096,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
6,11,3.0611665,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
7,0,3.0303333,0.01,0.001,"[16, 32, 32, 4]","[<function softmax at 0x108d68860>, <built-in method tanh of type object at 0x1079969d0>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
7,1,2.9756665,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
7,2,3.1386664,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
7,3,2.97,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
7,4,2.7556665,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
7,5,3.0265,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
7,6,3.2181666,0.01,0.001,"[16, 32, 32, 4]","[<function softmax at 0x108d68860>, <built-in method tanh of type object at 0x1079969d0>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
7,7,3.1353333,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
7,8,3.0526664,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
7,9,2.9273334,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
7,10,3.0896666,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
7,11,2.9111664,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
8,0,3.0566666,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
8,1,3.0428333,0.01,0.001,"[16, 32, 32, 4]","[<function softmax at 0x108d68860>, <built-in method tanh of type object at 0x1079969d0>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
8,2,3.209833,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
8,3,3.0043333,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
8,4,3.017833,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
8,5,2.9565,0.01,0.001,"[16, 32, 32, 4]","[<function softmax at 0x108d68860>, <built-in method tanh of type object at 0x1079969d0>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
8,6,3.064333,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
8,7,3.0065,0.01,0.001,"[16, 32, 32, 4]","[<function softmax at 0x108d68860>, <built-in method tanh of type object at 0x1079969d0>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
8,8,3.1008334,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
8,9,3.0546668,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
8,10,3.0155,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
8,11,2.9351666,0.01,0.001,"[16, 32, 32, 4]","[<function softmax at 0x108d68860>, <built-in method tanh of type object at 0x1079969d0>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
9,0,3.068,0.01,0.001,"[16, 32, 32, 4]","[<function softmax at 0x108d68860>, <built-in method tanh of type object at 0x1079969d0>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
9,1,2.9161665,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
9,2,3.0881667,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
9,3,3.0241666,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
9,4,3.0596664,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
9,5,2.9406664,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
9,6,3.205,0.01,0.001,"[16, 32, 32, 4]","[<function softmax at 0x108d68860>, <built-in method tanh of type object at 0x1079969d0>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
9,7,3.0581667,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
9,8,3.1363332,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
9,9,3.1475,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
9,10,3.031,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
9,11,3.029,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
10,0,2.9036667,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
10,1,3.0904996,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
10,2,2.9645,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
10,3,2.796,0.01,0.001,"[64, 32, 32, 4]","[<function softmax at 0x108d68860>, <function softmax at 0x108d68860>, <built-in method sigmoid of type object at 0x1079969d0>, <function softmax at 0x108d68860>, <function softmax at 0x108d68860>]"
