generation,individual_index,fitness,tau,lr,layers,activations
73,3,3.4133332,0.01,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
73,4,3.329333,0.02,0.008,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
73,5,3.2181666,0.005,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
73,6,3.3901665,0.02,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
73,7,3.345833,0.02,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
73,8,2.8933332,0.01,0.008,"[64, 8, 2, 4]","[<function relu at 0x1070f04a0>, <function leaky_relu at 0x1070f0900>, <built-in method tanh of type object at 0x1056829d0>, <function relu at 0x1070f04a0>, <function leaky_relu at 0x1070f0900>]"
73,9,3.3071666,0.005,0.002,"[64, 16]","[<function leaky_relu at 0x1070f0900>, <built-in method tanh of type object at 0x1056829d0>, <function relu at 0x1070f04a0>]"
73,10,3.3176665,0.005,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
73,11,3.2776666,0.005,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
74,0,3.4045,0.02,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
74,1,3.4093335,0.02,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
74,2,2.9033334,0.01,0.002,[4],"[<built-in method tanh of type object at 0x1056829d0>, <function softmax at 0x1070f0cc0>]"
74,3,2.906333,0.005,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
74,4,3.4513333,0.02,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
74,5,3.495,0.02,0.008,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
74,6,3.4533331,0.05,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
74,7,3.312,0.02,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
74,8,2.8625,0.005,0.002,[16],"[<function leaky_relu at 0x1070f0900>, <built-in method tanh of type object at 0x1056829d0>]"
74,9,3.3555,0.01,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
74,10,2.9145,0.02,0.008,"[4, 4]","[<built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>, <built-in method tanh of type object at 0x1056829d0>]"
74,11,2.8441665,0.02,0.008,"[64, 4, 4, 32]","[<function leaky_relu at 0x1070f0900>, <built-in method tanh of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>, <function softmax at 0x1070f0cc0>, <built-in method sigmoid of type object at 0x1056829d0>]"
75,0,2.797,0.001,0.005,[8],"[<built-in method tanh of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>]"
75,1,3.389833,0.02,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
75,2,2.7933333,0.02,0.002,"[32, 8, 32]","[<function relu at 0x1070f04a0>, <function relu at 0x1070f04a0>, <function leaky_relu at 0x1070f0900>, <built-in method sigmoid of type object at 0x1056829d0>]"
75,3,3.3296666,0.01,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
75,4,3.2991664,0.02,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
75,5,3.257833,0.02,0.008,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
75,6,3.4168332,0.02,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
75,7,2.9705,0.02,0.005,"[32, 8]","[<function leaky_relu at 0x1070f0900>, <built-in method sigmoid of type object at 0x1056829d0>, <function relu at 0x1070f04a0>]"
75,8,2.7953331,0.05,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
75,9,3.3476665,0.01,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
75,10,3.1735,0.02,0.008,"[4, 32]","[<function relu at 0x1070f04a0>, <built-in method tanh of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
75,11,3.223,0.02,0.008,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
76,0,3.298,0.02,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
76,1,3.3113332,0.005,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
76,2,3.3524997,0.02,0.008,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
76,3,3.3248332,0.02,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
76,4,3.5241666,0.01,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
76,5,3.095,0.02,0.008,"[16, 16]","[<built-in method tanh of type object at 0x1056829d0>, <function relu at 0x1070f04a0>, <function relu at 0x1070f04a0>]"
76,6,3.4243333,0.02,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
76,7,2.7913332,0.01,0.002,"[64, 32, 8]","[<built-in method tanh of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>]"
76,8,3.1621666,0.02,0.008,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
76,9,3.4149997,0.02,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
76,10,3.2921665,0.01,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
76,11,3.3525,0.02,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
77,0,2.9735,0.02,0.001,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
77,1,3.4225,0.02,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
77,2,3.2965,0.02,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
77,3,3.3058333,0.01,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
77,4,3.2478333,0.02,0.001,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
77,5,3.327,0.02,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
77,6,3.4426665,0.02,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
77,7,3.4466665,0.02,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
77,8,2.9006665,0.02,0.002,"[64, 2, 64]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function softmax at 0x1070f0cc0>]"
77,9,3.2803333,0.01,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
77,10,3.2643332,0.02,0.008,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
77,11,2.655,0.02,0.005,"[4, 64, 64, 64]","[<function leaky_relu at 0x1070f0900>, <built-in method sigmoid of type object at 0x1056829d0>, <function softmax at 0x1070f0cc0>, <function leaky_relu at 0x1070f0900>, <built-in method sigmoid of type object at 0x1056829d0>]"
78,0,3.345,0.02,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
78,1,3.0601666,0.02,0.005,"[8, 64, 8, 4]","[<function relu at 0x1070f04a0>, <function softmax at 0x1070f0cc0>, <function relu at 0x1070f04a0>, <built-in method tanh of type object at 0x1056829d0>, <function relu at 0x1070f04a0>]"
78,2,2.7081668,0.01,0.002,[4],"[<function leaky_relu at 0x1070f0900>, <function relu at 0x1070f04a0>]"
78,3,3.1233332,0.02,0.002,"[8, 64]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
78,4,2.7495,0.02,0.002,[16],"[<built-in method tanh of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
78,5,3.3728333,0.02,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
78,6,3.423333,0.02,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
78,7,3.1631668,0.02,0.002,"[32, 32]","[<function leaky_relu at 0x1070f0900>, <built-in method tanh of type object at 0x1056829d0>, <function relu at 0x1070f04a0>]"
78,8,3.3939998,0.02,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
78,9,3.2341666,0.01,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
78,10,3.0243332,0.02,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
78,11,3.4221666,0.02,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
79,0,3.378333,0.02,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
79,1,3.0635,0.02,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
79,2,3.3633335,0.01,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
79,3,3.2266665,0.02,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
79,4,3.5418332,0.02,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
79,5,2.7901666,0.001,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
79,6,3.256,0.02,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
79,7,3.0273333,0.02,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
79,8,3.3618333,0.01,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
79,9,3.2431664,0.01,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
79,10,2.8444998,0.02,0.002,"[2, 2]","[<function leaky_relu at 0x1070f0900>, <function leaky_relu at 0x1070f0900>, <function leaky_relu at 0x1070f0900>]"
79,11,2.991,0.02,0.002,[16],"[<built-in method tanh of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>]"
80,0,3.4021666,0.02,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
80,1,3.471333,0.01,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
80,2,2.8995,0.01,0.002,"[64, 4, 8]","[<function leaky_relu at 0x1070f0900>, <function relu at 0x1070f04a0>, <built-in method sigmoid of type object at 0x1056829d0>, <function softmax at 0x1070f0cc0>]"
80,3,3.4335,0.02,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
80,4,3.3141665,0.01,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
80,5,3.607333,0.01,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
80,6,3.3553333,0.02,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
80,7,3.4265,0.02,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
80,8,3.3483334,0.02,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
80,9,2.912,0.01,0.002,"[32, 32, 32]","[<function relu at 0x1070f04a0>, <function softmax at 0x1070f0cc0>, <function relu at 0x1070f04a0>, <function relu at 0x1070f04a0>]"
80,10,3.3448331,0.01,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
80,11,3.4111664,0.01,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
81,0,3.3916664,0.01,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
81,1,2.8995,0.02,0.005,"[64, 32]","[<function leaky_relu at 0x1070f0900>, <function relu at 0x1070f04a0>, <function relu at 0x1070f04a0>]"
81,2,3.3738332,0.01,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
81,3,2.9226665,0.01,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
81,4,3.3908331,0.02,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
81,5,3.382,0.02,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
81,6,3.255,0.01,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
81,7,3.3941665,0.02,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
81,8,3.395,0.01,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
81,9,3.055,0.01,0.002,"[16, 4, 16, 64]","[<function softmax at 0x1070f0cc0>, <function relu at 0x1070f04a0>, <function leaky_relu at 0x1070f0900>, <function relu at 0x1070f04a0>, <function relu at 0x1070f04a0>]"
81,10,3.3056664,0.02,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
81,11,2.9446664,0.02,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
82,0,3.075,0.02,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
82,1,3.1693332,0.01,0.01,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
82,2,3.509,0.01,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
82,3,3.4519997,0.01,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
82,4,3.2386665,0.02,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
82,5,3.486,0.02,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
82,6,3.2035,0.01,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
82,7,3.4301665,0.01,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
82,8,3.4476664,0.01,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
82,9,3.344833,0.01,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
82,10,3.3756666,0.02,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
82,11,3.1863332,0.05,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
83,0,2.8351665,0.02,0.005,"[2, 64, 16]","[<built-in method tanh of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>, <function softmax at 0x1070f0cc0>]"
83,1,3.3809998,0.02,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
