generation,individual_index,fitness,tau,lr,layers,activations
24,10,3.1858332,0.01,0.01,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
24,11,3.0503333,0.01,0.01,"[16, 8, 16]","[<built-in method tanh of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
25,0,2.8908331,0.01,0.01,"[2, 4, 8]","[<built-in method tanh of type object at 0x1056829d0>, <function relu at 0x1070f04a0>, <function relu at 0x1070f04a0>, <built-in method tanh of type object at 0x1056829d0>]"
25,1,3.2165,0.01,0.001,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
25,2,2.7715,0.01,0.008,"[2, 4]","[<function leaky_relu at 0x1070f0900>, <built-in method tanh of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>]"
25,3,3.2491665,0.05,0.001,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
25,4,3.2515,0.02,0.01,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
25,5,3.3863332,0.01,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
25,6,3.2716665,0.01,0.01,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
25,7,2.9466665,0.01,0.01,"[32, 16, 2, 32]","[<built-in method sigmoid of type object at 0x1056829d0>, <function relu at 0x1070f04a0>, <function relu at 0x1070f04a0>, <built-in method tanh of type object at 0x1056829d0>, <function relu at 0x1070f04a0>]"
25,8,3.3365,0.01,0.008,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
25,9,2.9158335,0.01,0.001,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
25,10,3.2718332,0.02,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
25,11,3.4408333,0.01,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
26,0,3.118,0.01,0.008,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
26,1,3.405833,0.02,0.01,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
26,2,3.2801664,0.01,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
26,3,3.2323332,0.02,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
26,4,3.3921666,0.01,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
26,5,2.9041665,0.01,0.01,"[16, 4, 64]","[<function leaky_relu at 0x1070f0900>, <built-in method sigmoid of type object at 0x1056829d0>, <function softmax at 0x1070f0cc0>, <function relu at 0x1070f04a0>]"
26,6,3.1795,0.02,0.01,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
26,7,3.1195,0.05,0.008,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
26,8,3.3726666,0.01,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
26,9,2.8111665,0.001,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
26,10,3.2546666,0.01,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
26,11,3.3238332,0.01,0.01,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
27,0,3.3638332,0.01,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
27,1,3.294333,0.01,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
27,2,3.402,0.01,0.01,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
27,3,3.2711666,0.001,0.01,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
27,4,3.1743333,0.02,0.01,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
27,5,3.4216666,0.01,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
27,6,3.3191664,0.01,0.008,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
27,7,2.8598332,0.01,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
27,8,3.4044998,0.01,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
27,9,3.2503333,0.02,0.01,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
27,10,3.3956666,0.01,0.01,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
27,11,3.2153332,0.01,0.01,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
28,0,3.2286665,0.01,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
28,1,3.2713332,0.01,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
28,2,3.2216666,0.01,0.01,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
28,3,3.2451665,0.01,0.01,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
28,4,3.3255,0.01,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
28,5,3.1301665,0.01,0.008,"[4, 4, 64]","[<built-in method tanh of type object at 0x1056829d0>, <function softmax at 0x1070f0cc0>, <function relu at 0x1070f04a0>, <function relu at 0x1070f04a0>]"
28,6,3.4399998,0.01,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
28,7,3.3908331,0.01,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
28,8,3.3125,0.01,0.01,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
28,9,3.3965,0.01,0.01,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
28,10,3.2055,0.01,0.008,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
28,11,2.7591665,0.01,0.005,[8],"[<function leaky_relu at 0x1070f0900>, <function leaky_relu at 0x1070f0900>]"
29,0,3.311833,0.01,0.01,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
29,1,2.942,0.01,0.005,"[8, 64, 64]","[<function relu at 0x1070f04a0>, <built-in method tanh of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function relu at 0x1070f04a0>]"
29,2,2.8756666,0.001,0.005,"[32, 4, 32, 16]","[<function relu at 0x1070f04a0>, <built-in method tanh of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>, <function relu at 0x1070f04a0>, <built-in method tanh of type object at 0x1056829d0>]"
29,3,3.073,0.01,0.01,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
29,4,3.3485,0.01,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
29,5,3.143,0.01,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
29,6,3.3876665,0.01,0.008,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
29,7,3.488,0.01,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
29,8,3.1263335,0.01,0.001,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
29,9,3.3383334,0.05,0.008,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
29,10,3.3428333,0.01,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
29,11,2.9433331,0.01,0.005,[32],"[<function relu at 0x1070f04a0>, <function relu at 0x1070f04a0>]"
30,0,3.399333,0.01,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
30,1,3.297333,0.01,0.008,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
30,2,3.5375,0.01,0.01,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
30,3,3.4704998,0.01,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
30,4,3.1873333,0.05,0.008,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
30,5,2.932833,0.01,0.005,"[32, 32, 2]","[<function softmax at 0x1070f0cc0>, <function relu at 0x1070f04a0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
30,6,3.357,0.01,0.008,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
30,7,3.3251665,0.01,0.008,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
30,8,3.1228335,0.01,0.01,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
30,9,2.7758336,0.01,0.005,"[16, 4, 8]","[<function relu at 0x1070f04a0>, <function relu at 0x1070f04a0>, <function softmax at 0x1070f0cc0>, <built-in method tanh of type object at 0x1056829d0>]"
30,10,2.9281664,0.01,0.005,[8],"[<built-in method sigmoid of type object at 0x1056829d0>, <function relu at 0x1070f04a0>]"
30,11,2.953,0.01,0.008,[32],"[<function relu at 0x1070f04a0>, <built-in method tanh of type object at 0x1056829d0>]"
31,0,3.116,0.02,0.001,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
31,1,2.8365,0.001,0.008,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
31,2,3.1831665,0.01,0.01,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
31,3,2.8533332,0.01,0.001,"[8, 64]","[<built-in method tanh of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method tanh of type object at 0x1056829d0>]"
31,4,3.178,0.01,0.008,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
31,5,3.344,0.01,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
31,6,3.2383332,0.005,0.008,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
31,7,3.1136665,0.01,0.01,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
31,8,3.140333,0.01,0.01,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
31,9,2.7921667,0.01,0.005,"[4, 32]","[<built-in method tanh of type object at 0x1056829d0>, <function softmax at 0x1070f0cc0>, <built-in method sigmoid of type object at 0x1056829d0>]"
31,10,3.339,0.01,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
31,11,3.2173333,0.01,0.008,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
32,0,3.4455,0.005,0.008,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
32,1,3.214,0.01,0.008,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
32,2,3.1913333,0.01,0.008,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
32,3,3.3261664,0.01,0.002,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
32,4,3.2851665,0.01,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
32,5,3.3771665,0.01,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
32,6,3.1445,0.005,0.008,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
32,7,3.3018332,0.01,0.008,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
32,8,3.3871665,0.01,0.01,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
32,9,3.31,0.01,0.01,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
32,10,2.8478332,0.01,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
32,11,3.4218333,0.01,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
33,0,3.3841665,0.005,0.008,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
33,1,3.1833332,0.01,0.01,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
33,2,3.1826665,0.01,0.01,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
33,3,2.8845,0.01,0.005,[4],"[<built-in method sigmoid of type object at 0x1056829d0>, <function relu at 0x1070f04a0>]"
33,4,3.2051666,0.01,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
33,5,3.388,0.005,0.01,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
33,6,3.2901666,0.005,0.01,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
33,7,3.342833,0.01,0.01,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
33,8,3.2913332,0.01,0.01,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
33,9,3.364,0.01,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
33,10,3.2126665,0.01,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
33,11,3.312333,0.01,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
34,0,3.287,0.01,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
34,1,3.2266665,0.01,0.001,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
34,2,3.2269998,0.005,0.008,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
34,3,3.1266665,0.01,0.01,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
34,4,3.3753333,0.005,0.01,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
34,5,3.3275,0.01,0.01,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
34,6,2.8948333,0.01,0.005,[16],"[<function softmax at 0x1070f0cc0>, <function leaky_relu at 0x1070f0900>]"
34,7,2.9845,0.01,0.005,"[4, 8, 16]","[<built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <built-in method sigmoid of type object at 0x1056829d0>, <function leaky_relu at 0x1070f0900>]"
